,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
1320,RBL,Rane Brake Lining Limited,EQ,20-JUN-2008,10,1,INE244J01017,10
1321,RBLBANK,RBL Bank Limited,EQ,31-AUG-2016,10,1,INE976G01028,10
1322,RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10,1,INE027A01015,10
1323,RCOM,Reliance Communications Limited,BE,06-MAR-2006,5,1,INE330H01018,5
1324,RECLTD,REC Limited,EQ,12-MAR-2008,10,1,INE020B01018,10
1325,REDINGTON,Redington Limited,EQ,15-FEB-2007,2,1,INE891D01026,2
1326,REFEX,Refex Industries Limited,EQ,03-DEC-2009,10,1,INE056I01017,10
1327,REGENCERAM,Regency Ceramics Limited,BE,05-JUN-1996,10,1,INE277C01012,10
1328,RELAXO,Relaxo Footwears Limited,EQ,17-JUN-2011,1,1,INE131B01039,1
1329,RELCHEMQ,Reliance Chemotex Industries Limited,EQ,25-MAY-2022,10,1,INE750D01016,10
1330,RELIANCE,Reliance Industries Limited,EQ,29-NOV-1995,10,1,INE002A01018,10
1331,RELIGARE,Religare Enterprises Limited,EQ,21-NOV-2007,10,1,INE621H01010,10
1332,RELINFRA,Reliance Infrastructure Limited,BE,08-FEB-1995,10,1,INE036A01016,10
1333,REMSONSIND,Remsons Industries Limited,EQ,31-JAN-1996,10,1,INE474C01015,10
1334,RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1,1,INE087H01022,1
1335,REPCOHOME,Repco Home Finance Limited,EQ,01-APR-2013,10,1,INE612J01015,10
1336,REPL,Rudrabhishek Enterprises Limited,EQ,14-DEC-2020,10,1,INE364Z01019,10
1337,REPRO,Repro India Limited,EQ,22-DEC-2005,10,1,INE461B01014,10
1338,RESPONIND,Responsive Industries Limited,EQ,29-OCT-2010,1,1,INE688D01026,1
1339,REVATHI,Revathi Equipment Limited,EQ,11-AUG-2005,10,1,INE617A01013,10
1340,RGL,Renaissance Global Limited,EQ,12-DEC-2007,2,1,INE722H01024,2
1341,RHFL,Reliance Home Finance Limited,BE,22-SEP-2017,10,1,INE217K01011,10
1342,RHIM,RHI MAGNESITA INDIA LIMITED,EQ,12-MAR-2012,1,1,INE743M01012,1
1343,RICOAUTO,Rico Auto Industries Limited,EQ,12-MAY-2003,1,1,INE209B01025,1
1344,RIIL,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10,1,INE046A01015,10
1345,RITCO,Ritco Logistics Limited,BE,12-APR-2022,10,1,INE01EG01016,10
1346,RITES,RITES Limited,EQ,02-JUL-2018,10,1,INE320J01015,10
1347,RKDL,Ravi Kumar Distilleries Limited,BE,27-DEC-2010,10,1,INE722J01012,10
1348,RKEC,RKEC Projects Limited,EQ,18-DEC-2020,10,1,INE786W01010,10
1349,RKFORGE,Ramkrishna Forgings Limited,EQ,05-MAY-2004,2,1,INE399G01023,2
1350,RMCL,Radha Madhav Corporation Limited,BZ,26-NOV-2007,10,1,INE172H01014,10
1351,RML,Rane (Madras) Limited,EQ,30-AUG-2005,10,1,INE050H01012,10
1352,ROHLTD,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10,1,INE283H01019,10
1353,ROLEXRINGS,Rolex Rings Limited,EQ,09-AUG-2021,10,1,INE645S01016,10
1354,ROLLT,Rollatainers Limited,EQ,22-NOV-2016,1,1,INE927A01040,1
1355,ROLTA,Rolta India Limited,BE,01-MAR-1995,10,1,INE293A01013,10
1356,ROML,Raj Oil Mills Limited,BE,06-OCT-2020,10,1,INE294G01026,10
1357,ROSSARI,Rossari Biotech Limited,EQ,23-JUL-2020,2,1,INE02A801020,2
1358,ROSSELLIND,Rossell India Limited,EQ,25-SEP-2012,2,1,INE847C01020,2
1359,ROTO,Roto Pumps Limited,EQ,21-APR-2022,2,1,INE535D01029,2
1360,ROUTE,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,10,1,INE450U01017,10
1361,RPGLIFE,RPG Life Sciences Limited,EQ,10-JUN-2008,8,1,INE105J01010,8
1362,RPOWER,Reliance Power Limited,BE,11-FEB-2008,10,1,INE614G01033,10
1363,RPPINFRA,R.P.P. Infra Projects Limited,EQ,06-DEC-2010,10,1,INE324L01013,10
1364,RPPL,Rajshree Polypack Limited,EQ,26-NOV-2021,10,1,INE760W01015,10
1365,RPSGVENT,RPSG VENTURES LIMITED,EQ,25-JAN-2019,10,1,INE425Y01011,10
1366,RSSOFTWARE,R. S. Software (India) Limited,EQ,19-MAY-1999,5,1,INE165B01029,5
1367,RSWM,RSWM Limited,EQ,15-FEB-1995,10,1,INE611A01016,10
1368,RSYSTEMS,R Systems International Limited,EQ,26-APR-2006,1,1,INE411H01032,1
1369,RTNINDIA,RattanIndia Enterprises Limited,EQ,30-JUL-2012,2,1,INE834M01019,2
1370,RTNPOWER,RattanIndia Power Limited,EQ,30-OCT-2009,10,1,INE399K01017,10
1371,RUBYMILLS,The Ruby Mills Limited,EQ,29-MAR-1995,5,1,INE301D01026,5
1372,RUCHINFRA,Ruchi Infrastructure Limited,BE,16-OCT-1996,1,1,INE413B01023,1
1373,RUCHIRA,Ruchira Papers Limited,EQ,20-DEC-2006,10,1,INE803H01014,10
1374,RUPA,Rupa & Company Limited,EQ,07-DEC-2011,1,1,INE895B01021,1
1375,RUSHIL,Rushil Decor Limited,EQ,07-JUL-2011,10,1,INE573K01017,10
1376,RVHL,Ravinder Heights Limited,BE,18-DEC-2020,1,1,INE09E501017,1
1377,RVNL,Rail Vikas Nigam Limited,EQ,11-APR-2019,10,1,INE415G01027,10
1378,S&SPOWER,S&S Power Switchgears Limited,BE,27-SEP-1995,10,1,INE902B01017,10
1379,SABEVENTS,Sab Events & Governance Now Media Limited,EQ,15-SEP-2016,10,1,INE860T01019,10
1380,SADBHAV,Sadbhav Engineering Limited,EQ,01-MAR-2006,1,1,INE226H01026,1
1381,SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-SEP-2015,10,1,INE764L01010,10
1382,SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,INE429E01023,2
1383,SAGARDEEP,Sagardeep Alloys Limited,EQ,25-JAN-2019,10,1,INE976T01013,10
1384,SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,2,1,INE229C01021,2
1385,SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,INE114A01011,10
1386,SAKAR,Sakar Healthcare Limited,EQ,11-APR-2019,10,1,INE732S01012,10
1387,SAKHTISUG,Sakthi Sugars Limited,EQ,06-SEP-1995,10,1,INE623A01011,10
1388,SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,1,1,INE667G01023,1
1389,SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,1,1,INE190H01024,1
1390,SALASAR,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1,1,INE170V01027,1
1391,SALONA,Salona Cotspin Limited,EQ,16-JUN-2016,10,1,INE498E01010,10
1392,SALSTEEL,S.A.L. Steel Limited,EQ,24-NOV-2004,10,1,INE658G01014,10
1393,SALZERELEC,Salzer Electronics Limited,EQ,02-DEC-2015,10,1,INE457F01013,10
1394,SAMBHAAV,Sambhaav Media Limited,BE,05-JUN-1996,1,1,INE699B01027,1
1395,SANCO,Sanco Industries Limited,BE,22-NOV-2016,10,1,INE782L01012,10
1396,SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10,1,INE583B01015,10
1397,SANDHAR,Sandhar Technologies Limited,EQ,02-APR-2018,10,1,INE278H01035,10
1398,SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,10,1,INE495C01010,10
1399,SANGHIIND,Sanghi Industries Limited,BE,10-MAY-1995,10,1,INE999B01013,10
1400,SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,2,1,INE989A01024,2
1401,SANGINITA,Sanginita Chemicals Limited,EQ,15-JUL-2019,10,1,INE753W01010,10
1402,SANOFI,Sanofi India Limited,EQ,19-MAY-2003,10,1,INE058A01010,10
1403,SANSERA,Sansera Engineering Limited,EQ,24-SEP-2021,2,1,INE953O01021,2
1404,SANWARIA,Sanwaria Consumer Limited,BZ,27-MAR-2006,1,1,INE890C01046,1
1405,SAPPHIRE,Sapphire Foods India Limited,EQ,18-NOV-2021,10,1,INE806T01012,10
1406,SARDAEN,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,10,1,INE385C01013,10
1407,SAREGAMA,Saregama India Limited,EQ,30-JUL-1997,1,1,INE979A01025,1
1408,SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1,1,INE453D01025,1
1409,SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10
1410,SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,10,1,INE019J01013,10
1411,SATIA,Satia Industries Limited,EQ,17-JUL-2019,1,1,INE170E01023,1
1412,SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,10,1,INE836B01017,10
1413,SBC,SBC Exports Limited,EQ,23-NOV-2021,1,1,INE04AK01028,1
1414,SBCL,Shivalik Bimetal Controls Limited,EQ,24-JUN-2021,2,1,INE386D01027,2
1415,SBICARD,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,10,1,INE018E01016,10
1416,SBILIFE,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10,1,INE123W01016,10
1417,SBIN,State Bank of India,EQ,01-MAR-1995,1,1,INE062A01020,1
1418,SCAPDVR,Stampede Capital Limited,EQ,10-OCT-2017,1,1,INE224E01036,1
1419,SCHAEFFLER,Schaeffler India Limited,EQ,29-NOV-2000,2,1,INE513A01022,2
1420,SCHAND,S Chand And Company Limited,EQ,09-MAY-2017,5,1,INE807K01035,5
1421,SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,2,1,INE839M01018,2
1422,SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,INE109A01011,10
1423,SDBL,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,5,1,INE480C01020,5
1424,SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,10,1,INE497B01018,10
1425,SECURCRED,SecUR Credentials Limited,EQ,17-OCT-2022,10,1,INE195Y01010,10
1426,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,29-JAN-2014,5,1,INE650K01021,5
1427,SELAN,Selan Exploration Technology Limited,EQ,26-SEP-2006,10,1,INE818A01017,10
1428,SEPC,SEPC Limited,EQ,20-FEB-2008,10,1,INE964H01014,10
1429,SEPOWER,S.E. Power Limited,EQ,27-JUL-2012,10,1,INE735M01018,10
1430,SEQUENT,Sequent Scientific Limited,EQ,10-MAR-2016,2,1,INE807F01027,2
1431,SERVOTECH,Servotech Power Systems Limited,BE,02-SEP-2021,10,1,INE782X01017,10
1432,SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,2,1,INE630A01024,2
1433,SETCO,Setco Automotive Limited,EQ,01-JUL-2016,2,1,INE878E01021,2
1434,SETUINFRA,Setubandhan Infrastructure Limited,EQ,04-OCT-2011,1,1,INE023M01027,1
1435,SFL,Sheela Foam Limited,EQ,09-DEC-2016,5,1,INE916U01025,5
1436,SGIL,Synergy Green Industries Limited,EQ,28-JUL-2021,10,1,INE00QT01015,10
1437,SGL,STL Global Limited,EQ,10-APR-2006,10,1,INE353H01010,10
1438,SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,10,1,INE640C01011,10
1439,SHAILY,Shaily Engineering Plastics Limited,EQ,04-APR-2022,10,1,INE151G01010,10
1440,SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-JAN-2015,10,1,INE908D01010,10
1441,SHALBY,Shalby Limited,EQ,15-DEC-2017,10,1,INE597J01018,10
1442,SHALPAINTS,Shalimar Paints Limited,EQ,03-MAR-2008,2,1,INE849C01026,2
1443,SHANKARA,Shankara Building Products Limited,EQ,05-APR-2017,10,1,INE274V01019,10
1444,SHANTI,Shanti Overseas (India) Limited,EQ,16-SEP-2021,10,1,INE933X01016,10
1445,SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,1,1,INE631A01022,1
1446,SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,10,1,INE221J01015,10
1447,SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-SEP-2015,2,1,INE597I01028,2
1448,SHAREINDIA,Share India Securities Limited,EQ,21-SEP-2020,10,1,INE932X01018,10
1449,SHEMAROO,Shemaroo Entertainment Limited,BE,01-OCT-2014,10,1,INE363M01019,10
1450,SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,1,1,INE790G01031,1
1451,SHIVALIK,Shivalik Rasayan Limited,EQ,09-DEC-2021,5,1,INE788J01021,5
1452,SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,2,1,INE637H01024,2
1453,SHIVAMILLS,Shiva Mills Limited,EQ,26-FEB-2018,10,1,INE644Y01017,10
1454,SHIVATEX,Shiva Texyarn Limited,EQ,26-DEC-2017,10,1,INE705C01020,10
1455,SHK,S H Kelkar and Company Limited,EQ,16-NOV-2015,10,1,INE500L01026,10
1456,SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,5,1,INE498B01024,5
1457,SHRADHA,Shradha Infraprojects Limited,BE,22-OCT-2020,10,1,INE715Y01015,10
1458,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-JAN-2020,10,1,INE232A01011,10
1459,SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,10,1,INE070A01015,10
1460,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10,1,INE712K01011,10
1461,SHREERAMA,Shree Rama Multi-Tech Limited,BE,13-MAR-2000,5,1,INE879A01019,5
1462,SHRENIK,Shrenik Limited,EQ,02-AUG-2019,1,1,INE632X01030,1
1463,SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,10,1,INE231C01019,10
1464,SHREYAS,Shreyas Shipping & Logistics Limited,EQ,01-MAR-1995,10,1,INE757B01015,10
1465,SHRIPISTON,Shriram Pistons & Rings Limited,BE,02-JUN-2016,10,1,INE526E01018,10
1466,SHRIRAMCIT,Shriram City Union Finance Limited,EQ,04-APR-2005,10,1,INE722A01011,10
1467,SHRIRAMPPS,Shriram Properties Limited,EQ,20-DEC-2021,10,1,INE217L01019,10
1468,SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-JUL-2015,1,1,INE979R01011,1
1469,SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-JUN-2021,10,1,INE810G01011,10
1470,SHYAMTEL,Shyam Telecom Limited,BE,06-NOV-2006,10,1,INE635A01023,10
1471,SIEMENS,Siemens Limited,EQ,06-SEP-1995,2,1,INE003A01024,2
1472,SIGACHI,Sigachi Industries Limited,EQ,15-NOV-2021,10,1,INE0D0K01014,10
1473,SIGIND,Signet Industries Limited,EQ,29-AUG-2018,10,1,INE529F01035,10
1474,SIKKO,Sikko Industries Limited,EQ,22-OCT-2021,10,1,INE112X01017,10
1475,SIL,Standard Industries Limited,BE,27-JAN-2004,5,1,INE173A01025,5
1476,SILGO,Silgo Retail Limited,EQ,03-MAR-2021,10,1,INE01II01013,10
1477,SILINV,SIL Investments Limited,EQ,22-MAY-1996,10,1,INE923A01015,10
1478,SILLYMONKS,Silly Monks Entertainment Limited,EQ,08-JUL-2020,10,1,INE203Y01012,10
1479,SILVERTUC,Silver Touch Technologies Limited,BE,12-MAY-2022,10,1,INE625X01018,10
1480,SIMBHALS,Simbhaoli Sugars Limited,EQ,14-MAR-2016,10,1,INE748T01016,10
1481,SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,2,1,INE059B01024,2
1482,SINTERCOM,Sintercom India Limited,EQ,07-OCT-2020,10,1,INE129Z01016,10
1483,SIRCA,Sirca Paints India Limited,EQ,22-JUL-2019,10,1,INE792Z01011,10
1484,SIS,SIS LIMITED,EQ,10-AUG-2017,5,1,INE285J01028,5
1485,SITINET,Siti Networks Limited,EQ,10-JAN-2007,1,1,INE965H01011,1
1486,SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2,1,INE076B01028,2
1487,SJS,S.J.S. Enterprises Limited,EQ,15-NOV-2021,10,1,INE284S01014,10
1488,SJVN,SJVN Limited,EQ,20-MAY-2010,10,1,INE002L01015,10
1489,SKFINDIA,SKF India Limited,EQ,27-JAN-1999,10,1,INE640A01023,10
1490,SKIPPER,Skipper Limited,EQ,27-MAY-2015,1,1,INE439E01022,1
1491,SKMEGGPROD,SKM Egg Products Export (India) Limited,BE,14-MAR-1997,10,1,INE411D01015,10
1492,SMARTLINK,Smartlink Holdings Limited,EQ,11-APR-2001,2,1,INE178C01020,2
1493,SMCGLOBAL,SMC Global Securities Limited,EQ,24-FEB-2021,2,1,INE103C01036,2
1494,SMLISUZU,SML Isuzu Limited,EQ,29-AUG-2003,10,1,INE294B01019,10
1495,SMLT,Sarthak Metals Limited,EQ,25-NOV-2021,10,1,INE017W01010,10
1496,SMSLIFE,SMS Lifesciences India Limited,EQ,17-AUG-2017,10,1,INE320X01016,10
1497,SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1,1,INE812G01025,1
1498,SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,10,1,INE734N01019,10
1499,SOBHA,Sobha Limited,EQ,20-DEC-2006,10,1,INE671H01015,10
1500,SOFTTECH,Softtech Engineers Limited,EQ,25-FEB-2022,10,1,INE728Z01015,10
1501,SOLARA,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,10,1,INE624Z01016,10
1502,SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,2,1,INE343H01029,2
1503,SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,2,1,INE355A01028,2
1504,SOMATEX,Soma Textiles & Industries Limited,EQ,14-AUG-1996,10,1,INE314C01013,10
1505,SOMICONVEY,Somi Conveyor Beltings Limited,BE,18-JUL-2016,10,1,INE323J01019,10
1506,SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10,1,INE073K01018,10
1507,SONAMCLOCK,Sonam Clock Limited,EQ,07-APR-2022,10,1,INE00LM01011,10
1508,SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,1,1,INE269A01021,1
1509,SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,2,1,INE035D01020,2
1510,SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,1,1,INE683A01023,1
1511,SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-APR-2019,10,1,INE980Y01015,10
1512,SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,10,1,INE212I01016,10
1513,SPANDANA,Spandana Sphoorty Financial Limited,BE,19-AUG-2019,10,1,INE572J01011,10
1514,SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1,1,INE232I01014,1
1515,SPCENET,Spacenet Enterprises India Limited,BE,10-JAN-2017,1,1,INE970N01027,1
1516,SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,10,1,INE247M01014,10
1517,SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019,5,1,INE020801028,5
1518,SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10
1519,SPICEJET,SPICEJET LTD,EQ,10-MAY-1995,10,1,INE285B01017,10
1520,SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,INE978G01016,10
1521,SPLPETRO,Supreme Petrochem Limited,EQ,24-MAY-2022,4,1,INE663A01025,4
1522,SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996,2,1,INE937A01023,2
1523,SPORTKING,Sportking India Limited,EQ,24-AUG-2022,10,1,INE885H01011,10
1524,SPTL,Sintex Plastics Technology Limited,BE,08-AUG-2017,1,1,INE501W01021,1
1525,SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10
1526,SRF,SRF Limited,EQ,18-AUG-2003,10,1,INE647A01010,10
1527,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10
1528,SRPL,Shree Ram Proteins Limited,EQ,23-SEP-2020,10,1,INE008Z01012,10
1529,SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-DEC-1996,10,1,INE721A01013,10
1530,SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,5,1,INE802C01025,5
1531,STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,10,1,INE939A01011,10
1532,STARCEMENT,Star Cement Limited,EQ,16-JUN-2017,1,1,INE460H01021,1
1533,STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,10,1,INE575P01011,10
1534,STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,INE733A01018,10
1535,STARTECK,Starteck Finance Limited,EQ,04-MAY-2022,10,1,INE992I01013,10
1536,STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003,10,1,INE655A01013,10
1537,STEELCAS,Steelcast Limited,EQ,23-NOV-2021,5,1,INE124E01020,5
1538,STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019,10,1,INE395H01011,10
1539,STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,1,1,INE503B01021,1
1540,STEL,Stel Holdings Limited,EQ,09-FEB-2011,10,1,INE577L01016,10
1541,STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2,1,INE334A01023,2
1542,STLTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,INE089C01029,2
1543,STOVEKRAFT,Stove Kraft Limited,EQ,05-FEB-2021,10,1,INE00IN01015,10
1544,STYLAMIND,Stylam Industries Limited,EQ,02-AUG-2021,5,1,INE239C01020,5
1545,SUBCAPCITY,International Constructions Limited,BE,10-JUL-1996,10,1,INE845C01016,10
1546,SUBEXLTD,Subex Limited,EQ,05-NOV-2020,5,1,INE754A01055,5
1547,SUBROS,Subros Limited,EQ,13-JUL-2005,2,1,INE287B01021,2
1548,SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2,1,INE659A01023,2
1549,SUMEETINDS,Sumeet Industries Limited,EQ,10-DEC-2010,10,1,INE235C01010,10
1550,SUMICHEM,Sumitomo Chemical India Limited,EQ,27-JAN-2020,10,1,INE258G01013,10
1551,SUMIT,Sumit Woods Limited,BE,30-JUL-2019,10,1,INE748Z01013,10
1552,SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011,10,1,INE519C01017,10
1553,SUNCLAYLTD,Sundaram Clayton Limited,EQ,23-OCT-2012,5,1,INE105A01035,5
1554,SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1,1,INE108E01023,1
1555,SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998,10,1,INE660A01013,10
1556,SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,26-MAR-2018,5,1,INE202Z01029,5
1557,SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10,1,INE073D01013,10
1558,SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,1,1,INE387A01021,1
1559,SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10,1,INE947A01014,10
1560,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1,1,INE044A01036,1
1561,SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009,1,1,INE805D01034,1
1562,SUNTV,Sun TV Network Limited,EQ,24-APR-2006,5,1,INE424H01027,5
1563,SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,10,1,INE712B01010,10
1564,SUPERSPIN,Super Spinning Mills Limited,EQ,08-JUL-2004,1,1,INE662A01027,1
1565,SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,1,1,INE399C01030,1
1566,SUPREMEENG,Supreme Engineering Limited,EQ,04-DEC-2020,1,1,INE319Z01021,1
1567,SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995,2,1,INE195A01028,2
1568,SUPREMEINF,Supreme Infrastructure India Limited,BE,18-OCT-2007,10,1,INE550H01011,10
1569,SUPRIYA,Supriya Lifescience Limited,EQ,28-DEC-2021,2,1,INE07RO01027,2
1570,SURANASOL,Surana Solar Limited,EQ,07-JAN-2011,5,1,INE272L01022,5
1571,SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,1,1,INE130B01031,1
1572,SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,10,1,INE713B01026,10
1573,SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,10,1,INE335A01012,10
1574,SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021,10,1,INE428Q01011,10
1575,SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,1,1,INE645H01027,1
1576,SUULD,Suumaya Industries Limited,EQ,19-OCT-2020,10,1,INE591Q01016,10
1577,SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,1,1,INE495B01038,1
1578,SUVENPHAR,Suven Pharmaceuticals Limited,EQ,09-MAR-2020,1,1,INE03QK01018,1
1579,SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-MAR-2021,1,1,INE018401013,1
1580,SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,2,1,INE040H01021,2
1581,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,EQ,14-JUL-2021,1,1,INE308E01029,1
1582,SWANENERGY,Swan Energy Limited,EQ,29-MAY-2012,1,1,INE665A01038,1
1583,SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,10,1,INE277A01016,10
1584,SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006,10,1,INE409B01013,10
1585,SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019,1,1,INE00M201021,1
1586,SYMPHONY,Symphony Limited,EQ,15-JUN-2011,2,1,INE225D01027,2
1587,SYNGENE,Syngene International Limited,EQ,11-AUG-2015,10,1,INE398R01022,10
1588,SYRMA,Syrma SGS Technology Limited,EQ,26-AUG-2022,10,1,INE0DYJ01015,10
1589,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10,1,INE123C01018,10
1590,TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2,1,INE586B01026,2
1591,TAKE,Take Solutions Limited,EQ,27-AUG-2007,1,1,INE142I01023,1
1592,TALBROAUTO,Talbros Automotive Components Limited,EQ,29-SEP-2006,10,1,INE187D01011,10
1593,TANLA,Tanla Platforms Limited,EQ,05-JAN-2007,1,1,INE483C01032,1
1594,TANTIACONS,Tantia Constructions Limited,BZ,19-FEB-2008,10,1,INE388G01018,10
1595,TARAPUR,Tarapur Transformers Limited,EQ,18-MAY-2010,10,1,INE747K01017,10
1596,TARC,TARC Limited,EQ,18-DEC-2020,2,1,INE0EK901012,2
1597,TARMAT,Tarmat Limited,EQ,09-JUL-2007,10,1,INE924H01018,10
1598,TARSONS,Tarsons Products Limited,EQ,26-NOV-2021,2,1,INE144Z01023,2
1599,TASTYBITE,Tasty Bite Eatables Limited,EQ,23-MAR-2017,10,1,INE488B01017,10
1600,TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999,10,1,INE092A01019,10
1601,TATACOFFEE,Tata Coffee Limited,EQ,16-FEB-2000,1,1,INE493A01027,1
1602,TATACOMM,Tata Communications Limited,EQ,12-APR-1995,10,1,INE151A01013,10
